Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References,References
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Platycephalidae,Neoplatycephalus richardsoni,Tiger flathead,0.72,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Platycephalidae,Platycephalus arenarius,Northern sand flathead,0.80,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Platycephalidae,Platycephalus indicus,Bartail flathead,0.79,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Platycephalidae,Platycephalus laevigatus,Flathead,0.83,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Platycephalidae,Platycephalus speculator,Yank flathead,0.80,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Platycephalidae,Ratabulus diversidens,Orange-freckled flathead,0.85,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Psychrolutidae,Malacocottus kincaidi,Blackfin sculpin,0.98,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Psychrolutidae,Psychrolutes marcidus,Blobfish,0.90,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Rhamphocottidae,Rhamphocottus richardsoni,Grunt sculpin,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Parascorpaena mossambica,Mozambique scorpionfish,1.40,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Parascorpaena picta,Northern scorpionfish,1.45,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Pterois antennata,Broadbarred firefish,1.01,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Pterois volitans,Red lionfish,0.99,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Scorpaena brasiliensis,Barbfish,1.40,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Scorpaena cardinalis,N/A,1.43,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Scorpaena porcus,Black scorpionfish,1.42,42.00,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Scorpaenidae,Scorpaenopsis oxycepgus,Tassled scorpionfish,1.20,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Helicolenus barathri,Bigeye sea perch,0.96,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Helicolenus percoides,Red gurnard perch,0.96,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastes alutus,Pacific ocean perch,0.95,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastes atlanticus,Ocean perch,1.01,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastes dallii,Calico rockfish,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastes inermis,Rockfish,0.96,48.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastes paucispinis,Bocaccio,0.96,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastes pinniger,Canary rockfish,0.97,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastes polyspinis,Northern rockfish,0.98,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Sebastiscus marmoratus,Rockfish,0.92,48.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Sebastidae,Trachyscorpia capensis,Cape rockfish,0.94,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Synanceiidae,Minous monodactylus,Grey stingfish,0.57,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Synanceiidae,Synanceia verrucosa,Stonefish,0.89,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Tetrarogidae,Hypodytes rubripinnis,N/A,1.08,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Triglidae,Prionotus carolinus,Northern searobin,0.99,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Triglidae,Prionotus scitulus,Leopard searobin,0.79,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Triglidae,Pterygotrigla polyommata,Latchet,0.82,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Scorpaeniformes,Zaniolepididae,Zaniolepis latipinnis,Longspine combfish,0.93,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Ariidae,Arius felis,Hardhead sea catfish,2.25,54.00,FCM,RBC,"GD, HS, V","Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Ariidae,Arius graeffei,Lesser salmon catfish,2.47,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Ariidae,Bagre marinus,Gafftopsail sea catfish,2.40,54.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Ariidae,Galeichthys feliceps,White baggar,2.40,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Ariidae,Galeichthys feliceps,White baggar,2.50,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Auchenoglanis sp.,Babu,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Bagrus docmak,Semutundu,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Leiocassis poecilopterus,Catfish,0.93,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Parauchenoglanis guttatus,Dotted catfish,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Pelteobagrus fulvidraco,Yellow catfish,0.97,,FD,RBC,CP,"Zhou, T. (1984). Chromosome studies in Chinese freshwater fishes [in Chinese]. Zoological Research (Tung Wu Hsueh Yen Chiu) 5: 38-51.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Pelteobagrus fulvidraco,Yellow catfish,0.99,,FD,RBC,HS,"Li, Y., K. Li, and T. Zhou (1983). Cellular DNA content of fourteen species of freshwater fishes [in Chinese]. Acta Genetica Sinica 10: 384-389.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Pelteobagrus fulvidraco,Yellow catfish,1.06,52.00,FD,RBC,GD,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Bagridae,Pelteobagrus nudiceps,Catfish,0.92,56.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Aspidoras fuscoguttatus,N/A,0.76,44.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Brochis splendens,Emerald catfish,1.17,100.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Callichthys callichthys,Cascarudo,0.96,,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Callichthys callichthys,Cascarudo,1.70,58.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Callichthys callichthys,Cascarudo,1.70,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras aeneus,Bronze corydoras,1.39,62.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras aeneus,Bronze corydoras,1.61,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras aeneus,Bronze corydoras,1.77,,FD,LV,GD,"Turner, B.J., N. Diffoot, and E.M. Rasch (1992). The callichtyid catfish Corydoras aeneus is an unresolved diploid-tetraploid sibling species complex. Ichtyological Exploration of Freshwaters 3: 17-23.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras aeneus,Bronze corydoras,1.80,56.00,FD,LV,GD,"Turner, B.J., N. Diffoot, and E.M. Rasch (1992). The callichtyid catfish Corydoras aeneus is an unresolved diploid-tetraploid sibling species complex. Ichtyological Exploration of Freshwaters 3: 17-23.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras aeneus (4x),Bronze corydoras,3.30,134.00,FD,LV,GD,"Turner, B.J., N. Diffoot, and E.M. Rasch (1992). The callichtyid catfish Corydoras aeneus is an unresolved diploid-tetraploid sibling species complex. Ichtyological Exploration of Freshwaters 3: 17-23.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras aeneus (4x),Bronze corydoras,4.12,132.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras aeneus (4x),Bronze corydoras,4.40,120.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras arcuatus,Skunk corydoras,2.27,46.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras barbatus,Banded corydoras,0.90,64.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras elegans,Elegant corydoras,3.00,50.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras flaveolus,Armoured catfish,1.52,58.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras julii,Leopard corydoras,4.20,92.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras macropterus,Sailfin corydoras,0.75,66.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras melanistius,Bluespotted corydoras,3.00,48.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras melanistius,Bluespotted corydoras,4.10,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras metae,Masked corydoras,3.21,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras metae,Masked corydoras,4.38,92.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras myersi,Iridescent corydoras,2.30,56.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras nattereri,Blue corydoras,1.79,40.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras prionotos,Corydoras,0.60,68.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras prionotos,Corydoras,0.82,86.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras punctatus,Spotfin corydoras,2.90,46.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras reticulatus,Reticulated corydoras,0.98,74.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras schwartzi,Armoured catfish,2.39,46.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras simulatus,Armoured catfish,0.65,62.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras trilineatus,Threestripe corydoras,2.45,46.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Corydoras undulatus,Armoured catfish,3.00,50.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Dianema urostriatum,Flagtail catfish,0.59,62.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Hoplosternum sp.,N/A,0.68,60.00,FD,RBC,"GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Callichthyidae,Megalechis thoracata,Spotted hoplo,1.58,,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Clariidae,Clarias batrachus,Walking catfish,0.92,,FD,RBC,GD,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Clariidae,Clarias batrachus,Walking catfish,1.20,52.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Clariidae,Clarias gariepinus,North African catfish,1.20,56.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Diplomystidae,Diplomystes mesembrinus,N/A,1.29,56.00,FD,RBC,"CP, GD, OM","Oliveira, C. and A.E. Gosztonyi (2000). A cytogenetic study of Diplomystes mesembrinus (Teleostei, Siluriformes, Diplomystidae) with a discussion of chromosome evolution in siluriformes. Caryologia 53: 31-37.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Doradidae,Acanthodoras spinosissimus,Talking catfish,1.60,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Siluriformes,Doradidae,Rhinodoras dorbignyi,N/A,1.73,58.00,FD,RBC,"CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",,
